wl	n
2.6178	2.852
2.6247	2.857
2.6316	2.857
2.6385	2.863
2.6455	2.864
2.6525	2.867
2.6596	2.869
2.6667	2.870
2.6738	2.874
2.6810	2.879
2.6882	2.883
2.6954	2.885
2.7027	2.888
2.7100	2.894
2.7174	2.894
2.7248	2.895
2.7322	2.898
2.7397	2.900
2.7473	2.906
2.7548	2.905
2.7624	2.909
2.7701	2.913
2.7778	2.913
2.7855	2.917
2.7933	2.921
2.8011	2.923
2.8090	2.922
2.8169	2.924
2.8249	2.930
2.8329	2.933
2.8409	2.936
2.8490	2.941
2.8571	2.943
2.8653	2.945
2.8736	2.947
2.8918	2.952
2.8902	2.955
2.8986	2.961
2.9070	2.960
2.9155	2.960
2.9240	2.965
2.9326	2.967
2.9412	2.971
2.9499	2.971
2.9586	2.973
2.9674	2.979
2.9762	2.982
2.9851	2.986
2.9940	2.988
3.0030	2.993
3.0120	2.992
3.0211	2.993
3.0303	2.998
3.0395	3.003
3.0488	3.004
3.0581	3.007
3.0675	3.007
3.0769	3.013
3.0864	3.016
3.0960	3.018
3.1056	3.021
3.1153	3.024
3.1250	3.025
3.1348	3.029
3.1447	3.033
3.1546	3.037
3.1646	3.039
3.1746	3.037
3.1847	3.040
3.1949	3.044
3.2051	3.046
3.2154	3.050
3.2258	3.055
3.2362	3.060
3.2468	3.062
3.2573	3.063
3.2680	3.065
3.2787	3.066
3.2895	3.067
3.3003	3.075
3.3113	3.074
3.3223	3.080
3.3333	3.085
3.3445	3.084
3.3557	3.090
3.3670	3.093
3.3784	3.094
3.3898	3.097
3.4014	3.101
3.4130	3.101
3.4247	3.107
3.4364	3.113
3.4483	3.112
3.4602	3.114
3.4722	3.117
3.4843	3.118
3.4965	3.123
3.5088	3.125
3.5211	3.127
3.5336	3.129
3.5461	3.132
3.5587	3.135
3.5714	3.137
3.5842	3.137
3.5971	3.139
3.6101	3.148
3.6232	3.152
3.6364	3.151
3.6496	3.153
3.6630	3.153
3.6765	3.159
3.6900	3.161
3.7037	3.163
3.7175	3.168
3.7313	3.171
3.7453	3.173
3.7594	3.175
3.7736	3.180
3.7879	3.182
3.8023	3.188
3.8168	3.193
3.8314	3.193
3.8462	3.194
3.8610	3.196
3.8760	3.200
3.8911	3.207
3.9063	3.208
3.9216	3.211
3.9370	3.213
3.9526	3.216
3.9683	3.219
3.9841	3.220
4.0000	3.221
4.0161	3.226
4.0323	3.232
4.0486	3.233
4.0650	3.238
4.0816	3.239
4.0984	3.245
4.1152	3.247
4.1322	3.249
4.1494	3.253
4.1667	3.255
4.1841	3.256
4.2373	3.269
4.2017	3.260
4.2194	3.268
4.2553	3.273
4.2735	3.279
4.2918	3.280
4.3103	3.285
4.3290	3.285
4.3478	3.287
4.3668	3.292
4.3860	3.293
4.4053	3.295
4.4248	3.299
4.4444	3.300
4.4643	3.306
4.4843	3.308
4.5045	3.308
4.5249	3.314
4.5455	3.317
4.5662	3.318
4.5872	3.324
4.6083	3.330
4.6296	3.330
4.6512	3.333
4.6729	3.337
4.6948	3.338
4.7170	3.344
4.7393	3.345
4.7619	3.346
4.7847	3.351
4.8077	3.357
4.8309	3.360
4.8544	3.366
4.8780	3.369
4.9020	3.373
4.9261	3.375
4.9505	3.377
4.9751	3.382
5.0000	3.388
5.0251	3.386
5.0505	3.386
5.0761	3.387
5.1020	3.388
5.1282	3.393
5.1546	3.395
5.1813	3.397
5.2083	3.401
5.2356	3.404
5.2632	3.409
5.2910	3.410
5.3191	3.411
5.3476	3.415
5.3763	3.420
5.4054	3.419
5.4348	3.422
5.4645	3.426
5.4945	3.430
5.5249	3.432
5.5556	3.435
5.5866	3.440
5.6180	3.441
5.6497	3.443
5.6818	3.447
5.7143	3.452
5.7471	3.456
5.7803	3.459
5.8140	3.459
5.8480	3.463
5.8824	3.466
5.9172	3.471
5.9524	3.471
5.9880	3.476
6.0241	3.479
6.0606	3.479
6.0976	3.483
6.1350	3.487
6.1728	3.488
6.2112	3.491
6.2500	3.496
6.2893	3.500
6.3291	3.503
6.3694	3.506
6.4103	3.505
6.4516	3.507
6.4935	3.512
6.5359	3.520
6.5789	3.518
6.6225	3.524
6.6667	3.524
6.7114	3.528
6.7568	3.530
6.8027	3.532
6.8493	3.532
6.8966	3.536
6.9444	3.541
6.9930	3.543
7.0423	3.544
7.0922	3.548
7.1429	3.549
7.1942	3.550
7.2464	3.552
7.2993	3.558
7.3529	3.559
7.4074	3.563
7.4627	3.563
7.5188	3.567
7.5758	3.565
7.6336	3.567
7.6923	3.568
7.7519	3.569
7.8125	3.572
7.8740	3.574
7.9365	3.574
8.0000	3.574
8.0645	3.577
8.1301	3.582
8.1967	3.580
8.2645	3.579
8.3333	3.583
8.4034	3.585
8.4746	3.585
8.5470	3.582
8.6207	3.583
8.6957	3.587
8.7719	3.590
8.8496	3.587
8.9286	3.588
9.0090	3.590
9.0909	3.594
9.1743	3.592
9.2593	3.589
9.3458	3.592
9.4340	3.593
9.5238	3.592
9.6154	3.601
9.7087	3.603
9.8039	3.603
9.9010	3.601
10.0000	3.601
10.1010	3.606
10.2041	3.606
10.3093	3.607
10.4167	3.609
10.5263	3.609
10.6383	3.612
10.7527	3.609
10.8696	3.606
10.9890	3.604
11.1111	3.605
11.2360	3.599
11.3636	3.598
11.4943	3.595
11.6279	3.587
11.7647	3.582
11.9048	3.577
12.0482	3.571
12.1951	3.569
12.3457	3.561
12.5000	3.554
12.6582	3.546
12.8205	3.533
12.9870	3.522
13.1579	3.509
13.3333	3.499
13.5135	3.491
13.6986	3.489
13.8889	3.491
14.0845	3.493
14.2857	3.492
14.4928	3.492
14.7059	3.497
14.9254	3.494
15.1515	3.492
15.3846	3.484
15.6250	3.468
15.8730	3.470
16.1290	3.474
16.3934	3.454
16.6667	3.455
16.9492	3.514
17.2414	3.755
17.5439	4.372
17.8571	5.091
18.1818	5.314
18.5185	5.131
18.8679	4.902
19.2308	4.731
19.6078	4.613
20.0000	4.524
20.4082	4.456
20.8333	4.413
21.2766	4.391
21.7391	4.380
22.2222	4.373
22.7273	4.371
23.2558	4.372
23.8095	4.362
24.3902	4.361
25.0000	4.365
25.6410	4.409
26.3158	4.484
27.0270	4.668
27.7778	5.167
28.5714	6.308
29.4118	7.376
30.3030	7.272
31.2500	6.871
32.2581	6.567
33.3333	6.418
34.4828	6.342
35.7143	6.329
37.0370	6.381
38.4615	6.416
40.0000	6.485
41.6667	6.677
43.4783	6.738
45.4545	6.933
47.6190	7.124
50.0000	7.341
52.6316	7.679
55.5556	7.943

wl	k
0.2100	0.085
0.2200	0.109
0.2300	0.118
0.2400	0.120
0.2500	0.114
0.2600	0.102
0.2700	0.092
0.2800	0.085
0.2900	0.088
0.3000	0.091
0.3100	0.096
0.3200	0.103
0.3300	0.105
0.3400	0.108
0.3500	0.111
0.3600	0.112
0.3700	0.108
0.3800	0.096
0.3900	0.080
0.4000	0.062
0.4100	0.047
0.4200	0.034
0.4300	0.026
0.4400	0.026
0.4500	0.032
0.4600	0.042
0.4700	0.054
0.4800	0.063
0.4900	0.067
0.5000	0.071
0.5100	0.077
0.5200	0.083
0.5300	0.091
0.5400	0.099
0.5500	0.105
0.5600	0.112
0.5700	0.118
0.5800	0.125
0.5900	0.131
0.6000	0.136
0.6100	0.141
0.6200	0.144
0.6300	0.148
0.6400	0.145
0.6500	0.138
0.6600	0.137
0.6700	0.135
0.6800	0.131
0.6900	0.127
0.7000	0.124
0.7100	0.122
0.7200	0.120
0.7300	0.119
0.7400	0.118
0.7500	0.118
0.7600	0.119
0.7700	0.120
0.7800	0.123
0.7900	0.128
0.8000	0.134
0.8100	0.134
0.8200	0.138
0.8300	0.143
0.8400	0.149
0.8500	0.155
0.8600	0.161
0.8700	0.167
0.8800	0.173
0.8900	0.181
0.9000	0.189
0.9100	0.198
0.9200	0.207
0.9300	0.215
0.9400	0.223
0.9500	0.234
0.9600	0.244
0.9700	0.255
0.9800	0.267
0.9900	0.280
1.0000	0.292
1.0100	0.305
1.0200	0.317
1.0300	0.329
1.0400	0.341
1.0500	0.353
1.0600	0.365
1.0700	0.377
1.0800	0.389
1.0900	0.401
1.1000	0.413
1.1100	0.424
1.1200	0.437
1.1300	0.450
1.1400	0.462
1.1500	0.475
1.1600	0.487
1.1700	0.500
1.1800	0.512
1.1900	0.525
1.2000	0.542
1.2100	0.554
1.2200	0.564
1.2300	0.574
1.2400	0.584
1.2500	0.595
1.2600	0.605
1.2700	0.616
1.2800	0.626
1.2900	0.637
1.3000	0.647
1.3100	0.657
1.3200	0.667
1.3300	0.678
1.3400	0.688
1.3500	0.698
1.3600	0.708
1.3700	0.718
1.3800	0.728
1.3900	0.737
1.4000	0.747
1.4100	0.757
1.4200	0.765
1.4300	0.774
1.4400	0.783
1.4500	0.791
1.4600	0.800
1.4700	0.808
1.4800	0.816
1.4900	0.824
1.5000	0.831
1.5100	0.839
1.5200	0.846
1.5300	0.852
1.5400	0.860
1.5500	0.867
1.5600	0.872
1.5700	0.879
1.5800	0.885
1.5900	0.892
1.6000	0.898
1.6100	0.904
1.6200	0.910
1.6300	0.917
1.6400	0.923
1.6500	0.929
1.6600	0.935
1.6700	0.942
1.6800	0.947
1.6900	0.953
1.7000	0.959
1.7100	0.964
1.7200	0.969
1.7300	0.974
1.7400	0.979
1.7500	0.983
1.7600	0.987
1.7700	0.991
1.7800	0.996
1.7900	1.000
1.8000	1.003
1.8100	1.004
1.8200	1.008
1.8300	1.012
1.8400	1.015
1.8500	1.017
1.8600	1.017
1.8700	1.021
1.8800	1.028
1.8900	1.033
1.9000	1.037
1.9100	1.041
1.9200	1.044
1.9300	1.048
1.9400	1.052
1.9500	1.056
1.9600	1.058
1.9700	1.061
1.9800	1.065
1.9900	1.069
2.0000	1.080
2.0100	1.084
2.0200	1.085
2.0300	1.086
2.0400	1.088
2.0500	1.089
2.0600	1.090
2.0700	1.092
2.0800	1.094
2.0900	1.095
2.1000	1.097
2.1100	1.099
2.1200	1.100
2.1300	1.102
2.1400	1.104
2.1500	1.106
2.1600	1.109
2.1700	1.110
2.1800	1.112
2.1900	1.114
2.2000	1.116
2.2100	1.118
2.2200	1.121
2.2300	1.124
2.2400	1.127
2.2500	1.131
2.2600	1.134
2.2700	1.136
2.2800	1.137
2.2900	1.137
2.3000	1.137
2.3100	1.137
2.3200	1.138
2.3300	1.140
2.3400	1.142
2.3500	1.144
2.3600	1.144
2.3700	1.144
2.3800	1.145
2.3900	1.146
2.4000	1.147
2.4100	1.149
2.4200	1.151
2.4300	1.152
2.4400	1.154
2.4500	1.156
2.4600	1.157
2.4700	1.157
2.4800	1.157
2.4900	1.158
2.5000	1.158
2.5063	1.156
2.5126	1.158
2.5189	1.160
2.5253	1.158
2.5316	1.161
2.5381	1.161
2.5445	1.161
2.5510	1.161
2.5575	1.160
2.5641	1.161
2.5707	1.162
2.5773	1.160
2.5840	1.166
2.5907	1.163
2.5974	1.166
2.6042	1.168
2.6110	1.165
2.6178	1.169
2.6247	1.167
2.6316	1.168
2.6385	1.168
2.6455	1.169
2.6525	1.171
2.6596	1.170
2.6667	1.173
2.6738	1.174
2.6810	1.176
2.6882	1.174
2.6954	1.175
2.7027	1.176
2.7100	1.176
2.7174	1.173
2.7248	1.176
2.7322	1.175
2.7397	1.176
2.7473	1.176
2.7548	1.175
2.7624	1.180
2.7701	1.176
2.7778	1.176
2.7855	1.179
2.7933	1.179
2.8011	1.177
2.8090	1.178
2.8169	1.183
2.8249	1.185
2.8329	1.194
2.8409	1.185
2.8490	1.184
2.8571	1.183
2.8653	1.185
2.8736	1.185
2.8918	1.187
2.8902	1.187
2.8986	1.186
2.9070	1.182
2.9155	1.185
2.9240	1.186
2.9326	1.186
2.9412	1.187
2.9499	1.185
2.9586	1.180
2.9674	1.189
2.9762	1.190
2.9851	1.189
2.9940	1.190
3.0030	1.188
3.0120	1.187
3.0211	1.190
3.0303	1.193
3.0395	1.191
3.0488	1.190
3.0581	1.190
3.0675	1.191
3.0769	1.195
3.0864	1.192
3.0960	1.193
3.1056	1.193
3.1153	1.191
3.1250	1.193
3.1348	1.194
3.1447	1.195
3.1546	1.194
3.1646	1.191
3.1746	1.192
3.1847	1.196
3.1949	1.197
3.2051	1.197
3.2154	1.199
3.2258	1.198
3.2362	1.198
3.2468	1.194
3.2573	1.195
3.2680	1.196
3.2787	1.195
3.2895	1.199
3.3003	1.199
3.3113	1.200
3.3223	1.203
3.3333	1.199
3.3445	1.198
3.3557	1.202
3.3670	1.198
3.3784	1.201
3.3898	1.201
3.4014	1.201
3.4130	1.201
3.4247	1.205
3.4364	1.199
3.4483	1.197
3.4602	1.200
3.4722	1.200
3.4843	1.201
3.4965	1.202
3.5088	1.202
3.5211	1.201
3.5336	1.201
3.5461	1.202
3.5587	1.201
3.5714	1.200
3.5842	1.202
3.5971	1.206
3.6101	1.208
3.6232	1.203
3.6364	1.203
3.6496	1.204
3.6630	1.205
3.6765	1.209
3.6900	1.206
3.7037	1.210
3.7175	1.210
3.7313	1.210
3.7453	1.207
3.7594	1.212
3.7736	1.213
3.7879	1.213
3.8023	1.215
3.8168	1.211
3.8314	1.209
3.8462	1.211
3.8610	1.213
3.8760	1.219
3.8911	1.215
3.9063	1.212
3.9216	1.212
3.9370	1.212
3.9526	1.216
3.9683	1.215
3.9841	1.214
4.0000	1.215
4.0161	1.219
4.0323	1.219
4.0486	1.219
4.0650	1.220
4.0816	1.219
4.0984	1.221
4.1152	1.218
4.1322	1.221
4.1494	1.220
4.1667	1.219
4.1841	1.219
4.2373	1.223
4.2017	1.224
4.2194	1.225
4.2553	1.226
4.2735	1.222
4.2918	1.223
4.3103	1.222
4.3290	1.221
4.3478	1.224
4.3668	1.223
4.3860	1.220
4.4053	1.224
4.4248	1.223
4.4444	1.225
4.4643	1.227
4.4843	1.224
4.5045	1.225
4.5249	1.228
4.5455	1.227
4.5662	1.229
4.5872	1.231
4.6083	1.229
4.6296	1.228
4.6512	1.230
4.6729	1.229
4.6948	1.231
4.7170	1.232
4.7393	1.230
4.7619	1.233
4.7847	1.236
4.8077	1.236
4.8309	1.236
4.8544	1.235
4.8780	1.235
4.9020	1.234
4.9261	1.231
4.9505	1.232
4.9751	1.234
5.0000	1.231
5.0251	1.226
5.0505	1.227
5.0761	1.228
5.1020	1.232
5.1282	1.234
5.1546	1.234
5.1813	1.234
5.2083	1.236
5.2356	1.237
5.2632	1.238
5.2910	1.236
5.3191	1.239
5.3476	1.240
5.3763	1.240
5.4054	1.239
5.4348	1.243
5.4645	1.244
5.4945	1.244
5.5249	1.245
5.5556	1.246
5.5866	1.247
5.6180	1.247
5.6497	1.250
5.6818	1.251
5.7143	1.253
5.7471	1.254
5.7803	1.252
5.8140	1.253
5.8480	1.255
5.8824	1.259
5.9172	1.256
5.9524	1.258
5.9880	1.260
6.0241	1.257
6.0606	1.261
6.0976	1.261
6.1350	1.263
6.1728	1.263
6.2112	1.267
6.2500	1.270
6.2893	1.269
6.3291	1.270
6.3694	1.268
6.4103	1.270
6.4516	1.273
6.4935	1.278
6.5359	1.276
6.5789	1.277
6.6225	1.279
6.6667	1.279
6.7114	1.282
6.7568	1.280
6.8027	1.282
6.8493	1.284
6.8966	1.290
6.9444	1.289
6.9930	1.290
7.0423	1.291
7.0922	1.293
7.1429	1.294
7.1942	1.298
7.2464	1.301
7.2993	1.304
7.3529	1.303
7.4074	1.305
7.4627	1.307
7.5188	1.307
7.5758	1.309
7.6336	1.312
7.6923	1.315
7.7519	1.319
7.8125	1.324
7.8740	1.324
7.9365	1.327
8.0000	1.331
8.0645	1.338
8.1301	1.338
8.1967	1.340
8.2645	1.346
8.3333	1.352
8.4034	1.354
8.4746	1.356
8.5470	1.363
8.6207	1.370
8.6957	1.374
8.7719	1.378
8.8496	1.381
8.9286	1.392
9.0090	1.397
9.0909	1.403
9.1743	1.405
9.2593	1.415
9.3458	1.424
9.4340	1.431
9.5238	1.442
9.6154	1.451
9.7087	1.453
9.8039	1.460
9.9010	1.464
10.0000	1.479
10.1010	1.485
10.2041	1.493
10.3093	1.502
10.4167	1.510
10.5263	1.518
10.6383	1.525
10.7527	1.532
10.8696	1.542
10.9890	1.554
11.1111	1.563
11.2360	1.573
11.3636	1.586
11.4943	1.595
11.6279	1.609
11.7647	1.627
11.9048	1.641
12.0482	1.660
12.1951	1.677
12.3457	1.693
12.5000	1.715
12.6582	1.735
12.8205	1.760
12.9870	1.787
13.1579	1.821
13.3333	1.859
13.5135	1.903
13.6986	1.947
13.8889	1.991
14.0845	2.033
14.2857	2.077
14.4928	2.129
14.7059	2.176
14.9254	2.228
15.1515	2.284
15.3846	2.348
15.6250	2.427
15.8730	2.530
16.1290	2.626
16.3934	2.761
16.6667	2.963
16.9492	3.249
17.2414	3.642
17.5439	3.907
17.8571	3.604
18.1818	2.966
18.5185	2.540
18.8679	2.383
19.2308	2.348
19.6078	2.365
20.0000	2.402
20.4082	2.460
20.8333	2.535
21.2766	2.614
21.7391	2.694
22.2222	2.776
22.7273	2.867
23.2558	2.959
23.8095	3.078
24.3902	3.224
25.0000	3.413
25.6410	3.655
26.3158	3.958
27.0270	4.392
27.7778	4.940
28.5714	5.210
29.4118	4.290
30.3030	3.268
31.2500	2.855
32.2581	2.776
33.3333	2.807
34.4828	2.858
35.7143	2.950
37.0370	3.017
38.4615	3.058
40.0000	3.185
41.6667	3.226
43.4783	3.253
45.4545	3.357
47.6190	3.331
50.0000	3.400
52.6316	3.351
55.5556	3.209
